STATION,ELEVATION,LATITUDE,LONGITUDE,DATE,DLY-PRCP-25PCTL,DLY-PRCP-50PCTL,DLY-PRCP-75PCTL,MTD-PRCP-NORMAL,MTD-SNOW-NORMAL,YTD-PRCP-NORMAL,YTD-SNOW-NORMAL,DLY-PRCP-PCTALL-GE001HI,DLY-PRCP-PCTALL-GE010HI,DLY-PRCP-PCTALL-GE050HI,DLY-PRCP-PCTALL-GE100HI,DLY-SNWD-PCTALL-GE001WI,DLY-SNWD-PCTALL-GE010WI,DLY-SNWD-PCTALL-GE003WI,DLY-SNWD-PCTALL-GE005WI,DLY-SNOW-PCTALL-GE001TI,DLY-SNOW-PCTALL-GE010TI,DLY-SNOW-PCTALL-GE100TI,DLY-SNOW-PCTALL-GE030TI,DLY-SNOW-PCTALL-GE050TI,DLY-TAVG-NORMAL,DLY-DUTR-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-TAVG-STDDEV,DLY-DUTR-STDDEV,DLY-TMAX-STDDEV,DLY-TMIN-STDDEV
GHCND:USC00045064,29,34.6538,-120.4513,20100111,0.08,0.23,0.59,1.12,0.0,1.12,0.0,237,172,75,33,0,0,0,0,0,0,0,0,0,52.6,21.1,63.2,42.1,4.7,8.4,6.4,6.2
GHCND:USC00045064,29,34.6538,-120.4513,20100112,0.08,0.23,0.59,1.23,0.0,1.23,0.0,237,173,75,33,0,0,0,0,0,0,0,0,0,52.7,21.1,63.3,42.1,4.7,8.4,6.4,6.2
GHCND:USC00045064,29,34.6538,-120.4513,20100113,0.08,0.23,0.59,1.34,0.0,1.34,0.0,238,173,75,33,0,0,0,0,0,0,0,0,0,52.7,21.1,63.3,42.2,4.7,8.4,6.4,6.2
GHCND:USC00045064,29,34.6538,-120.4513,20100114,0.08,0.23,0.59,1.45,0.0,1.45,0.0,238,173,75,33,0,0,0,0,0,0,0,0,0,52.8,21.1,63.4,42.2,4.7,8.4,6.4,6.2
GHCND:USC00045064,29,34.6538,-120.4513,20100115,0.08,0.23,0.59,1.56,0.0,1.56,0.0,239,173,76,33,0,0,0,0,0,0,0,0,0,52.8,21.2,63.4,42.3,4.7,8.4,6.4,6.2
GHCND:USC00045064,29,34.6538,-120.4513,20100116,0.08,0.23,0.60,1.68,0.0,1.68,0.0,240,174,76,33,0,0,0,0,0,0,0,0,0,52.9,21.2,63.5,42.3,4.7,8.4,6.5,6.2
GHCND:USC00045064,29,34.6538,-120.4513,20100117,0.08,0.23,0.60,1.79,0.0,1.79,0.0,241,174,77,33,0,0,0,0,0,0,0,0,0,52.9,21.2,63.5,42.4,4.7,8.4,6.5,6.2
GHCND:USC00045064,29,34.6538,-120.4513,20100118,0.08,0.23,0.61,1.89,0.0,1.89,0.0,242,175,77,33,0,0,0,0,0,0,0,0,0,53.0,21.2,63.6,42.4,4.8,8.4,6.5,6.2
GHCND:USC00045064,29,34.6538,-120.4513,20100119,0.08,0.23,0.61,2.00,0.0,2.00,0.0,243,175,78,34,0,0,0,0,0,0,0,0,0,53.0,21.2,63.6,42.4,4.8,8.4,6.6,6.1
GHCND:USC00045064,29,34.6538,-120.4513,20100120,0.08,0.23,0.61,2.10,0.0,2.10,0.0,244,176,79,34,0,0,0,0,0,0,0,0,0,53.1,21.2,63.7,42.5,4.8,8.4,6.6,6.1
GHCND:USC00045064,29,34.6538,-120.4513,20100121,0.08,0.23,0.62,2.21,0.0,2.21,0.0,246,176,79,34,0,0,0,0,0,0,0,0,0,53.1,21.2,63.7,42.5,4.8,8.4,6.6,6.1
GHCND:USC00045064,29,34.6538,-120.4513,20100122,0.08,0.23,0.62,2.32,0.0,2.32,0.0,248,177,80,34,0,0,0,0,0,0,0,0,0,53.1,21.2,63.7,42.6,4.8,8.4,6.6,6.1
GHCND:USC00045064,29,34.6538,-120.4513,20100123,0.08,0.23,0.62,2.43,0.0,2.43,0.0,250,177,80,35,0,0,0,0,0,0,0,0,0,53.2,21.2,63.8,42.6,4.8,8.4,6.7,6.1
GHCND:USC00045064,29,34.6538,-120.4513,20100124,0.08,0.23,0.62,2.54,0.0,2.54,0.0,251,177,81,35,0,0,0,0,0,0,0,0,0,53.2,21.2,63.8,42.6,4.8,8.4,6.7,6.1
GHCND:USC00045064,29,34.6538,-120.4513,20100125,0.07,0.23,0.62,2.64,0.0,2.64,0.0,252,178,81,35,0,0,0,0,0,0,0,0,0,53.3,21.1,63.8,42.7,4.8,8.4,6.7,6.1
GHCND:USC00045064,29,34.6538,-120.4513,20100126,0.07,0.23,0.62,2.75,0.0,2.75,0.0,254,178,80,35,0,0,0,0,0,0,0,0,0,53.3,21.1,63.9,42.7,4.8,8.4,6.7,6.1
GHCND:USC00045064,29,34.6538,-120.4513,20100127,0.07,0.22,0.61,2.86,0.0,2.86,0.0,255,178,80,35,0,0,0,0,0,0,0,0,0,53.3,21.1,63.9,42.8,4.8,8.4,6.7,6.1
GHCND:USC00045064,29,34.6538,-120.4513,20100128,0.07,0.22,0.61,2.97,0.0,2.97,0.0,256,178,80,35,0,0,0,0,0,0,0,0,0,53.4,21.1,63.9,42.8,4.9,8.4,6.8,6.1
GHCND:USC00045064,29,34.6538,-120.4513,20100129,0.07,0.22,0.62,3.09,0.0,3.09,0.0,258,179,80,35,0,0,0,0,0,0,0,0,0,53.4,21.1,63.9,42.9,4.9,8.5,6.8,6.1
GHCND:USC00045064,29,34.6538,-120.4513,20100130,0.07,0.22,0.62,3.21,0.0,3.21,0.0,259,179,80,35,0,0,0,0,0,0,0,0,0,53.4,21.0,64.0,42.9,4.9,8.5,6.8,6.1
GHCND:USC00045064,29,34.6538,-120.4513,20100131,0.07,0.22,0.61,3.33,0.0,3.33,0.0,260,179,80,35,0,0,0,0,0,0,0,0,0,53.5,21.0,64.0,43.0,4.9,8.5,6.8,6.1
GHCND:USC00045064,29,34.6538,-120.4513,20100201,0.07,0.22,0.61,0.13,0.0,3.46,0.0,262,180,80,35,0,0,0,0,0,0,0,0,0,53.5,21.0,64.0,43.0,4.9,8.5,6.9,6.1
GHCND:USC00045064,29,34.6538,-120.4513,20100202,0.07,0.22,0.61,0.25,0.0,3.58,0.0,264,181,80,36,0,0,0,0,0,0,0,0,0,53.5,20.9,64.0,43.1,4.9,8.5,6.9,6.1
GHCND:USC00045064,29,34.6538,-120.4513,20100203,0.07,0.22,0.61,0.39,0.0,3.72,0.0,266,182,80,36,0,0,0,0,0,0,0,0,0,53.6,20.9,64.0,43.1,4.9,8.5,6.9,6.0
GHCND:USC00045064,29,34.6538,-120.4513,20100204,0.07,0.22,0.61,0.51,0.0,3.84,0.0,269,184,80,36,0,0,0,0,0,0,0,0,0,53.6,20.9,64.1,43.2,4.9,8.5,6.9,6.0
GHCND:USC00045064,29,34.6538,-120.4513,20100205,0.07,0.22,0.61,0.64,0.0,3.97,0.0,271,185,81,37,0,0,0,0,0,0,0,0,0,53.7,20.8,64.1,43.3,4.9,8.6,6.9,6.0
GHCND:USC00045064,29,34.6538,-120.4513,20100206,0.07,0.22,0.61,0.77,0.0,4.10,0.0,274,187,81,37,0,0,0,0,0,0,0,0,0,53.7,20.8,64.1,43.3,4.9,8.6,6.9,6.0
GHCND:USC00045064,29,34.6538,-120.4513,20100207,0.07,0.22,0.61,0.90,0.0,4.23,0.0,277,189,81,37,0,0,0,0,0,0,0,0,0,53.7,20.7,64.1,43.4,4.9,8.6,7.0,6.0
GHCND:USC00045064,29,34.6538,-120.4513,20100208,0.07,0.22,0.60,1.03,0.0,4.36,0.0,280,190,82,37,0,0,0,0,0,0,0,0,0,53.8,20.7,64.1,43.5,4.8,8.6,7.0,6.0
GHCND:USC00045064,29,34.6538,-120.4513,20100209,0.07,0.22,0.60,1.16,0.0,4.49,0.0,282,192,82,38,0,0,0,0,0,0,0,0,0,53.8,20.6,64.1,43.5,4.8,8.6,7.0,5.9
GHCND:USC00045064,29,34.6538,-120.4513,20100210,0.07,0.22,0.60,1.28,0.0,4.61,0.0,284,192,82,38,0,0,0,0,0,0,0,0,0,53.9,20.6,64.2,43.6,4.8,8.6,7.0,5.9
GHCND:USC00045064,29,34.65361,-120.45111,20100211,0.06,0.22,0.61,1.41,0.0,4.74,0.0,285,193,83,38,0,0,0,0,0,0,0,0,0,53.9,20.5,64.2,43.7,4.8,8.6,7.0,5.9
GHCND:USC00045064,29,34.65361,-120.45111,20100212,0.06,0.22,0.61,1.53,0.0,4.86,0.0,286,193,83,39,0,0,0,0,0,0,0,0,0,54.0,20.4,64.2,43.8,4.8,8.6,6.9,5.9
GHCND:USC00045064,29,34.65361,-120.45111,20100213,0.06,0.22,0.61,1.66,0.0,4.99,0.0,287,194,83,39,0,0,0,0,0,0,0,0,0,54.0,20.4,64.2,43.8,4.8,8.5,6.9,5.9
GHCND:USC00045064,29,34.65361,-120.45111,20100214,0.06,0.22,0.61,1.79,0.0,5.12,0.0,287,194,83,39,0,0,0,0,0,0,0,0,0,54.1,20.3,64.3,43.9,4.8,8.5,6.9,5.9
GHCND:USC00045064,29,34.65361,-120.45111,20100215,0.06,0.22,0.60,1.92,0.0,5.25,0.0,288,194,82,39,0,0,0,0,0,0,0,0,0,54.1,20.3,64.3,44.0,4.7,8.5,6.9,5.9
GHCND:USC00045064,29,34.65361,-120.45111,20100216,0.06,0.22,0.60,2.05,0.0,5.38,0.0,288,194,82,39,0,0,0,0,0,0,0,0,0,54.2,20.2,64.3,44.1,4.7,8.5,6.8,5.8
GHCND:USC00045064,29,34.65361,-120.45111,20100217,0.06,0.22,0.59,2.18,0.0,5.51,0.0,288,194,81,38,0,0,0,0,0,0,0,0,0,54.3,20.2,64.3,44.2,4.7,8.5,6.8,5.8
GHCND:USC00045064,29,34.65361,-120.45111,20100218,0.06,0.22,0.59,2.31,0.0,5.64,0.0,288,194,81,38,0,0,0,0,0,0,0,0,0,54.3,20.1,64.4,44.3,4.7,8.4,6.8,5.8
GHCND:USC00045064,29,34.65361,-120.45111,20100219,0.06,0.22,0.59,2.44,0.0,5.77,0.0,288,194,80,38,0,0,0,0,0,0,0,0,0,54.4,20.0,64.4,44.3,4.7,8.4,6.8,5.8
GHCND:USC00045064,29,34.65361,-120.45111,20100220,0.06,0.22,0.58,2.58,0.0,5.91,0.0,288,194,80,38,0,0,0,0,0,0,0,0,0,54.4,20.0,64.4,44.4,4.6,8.4,6.7,5.8
GHCND:USC00045064,29,34.65361,-120.45111,20100221,0.06,0.22,0.58,2.71,0.0,6.04,0.0,287,194,79,38,0,0,0,0,0,0,0,0,0,54.5,19.9,64.5,44.5,4.6,8.3,6.7,5.8
GHCND:USC00045064,29,34.65361,-120.45111,20100222,0.06,0.22,0.58,2.84,0.0,6.17,0.0,286,194,79,37,0,0,0,0,0,0,0,0,0,54.5,19.9,64.5,44.6,4.6,8.3,6.7,5.7
GHCND:USC00045064,29,34.65361,-120.45111,20100223,0.06,0.22,0.58,2.97,0.0,6.30,0.0,286,194,79,37,0,0,0,0,0,0,0,0,0,54.6,19.8,64.5,44.7,4.6,8.3,6.6,5.7
GHCND:USC00045064,29,34.65361,-120.45111,20100224,0.06,0.22,0.58,3.10,0.0,6.43,0.0,285,193,79,37,0,0,0,0,0,0,0,0,0,54.7,19.8,64.6,44.8,4.6,8.2,6.6,5.7
GHCND:USC00045064,29,34.65361,-120.45111,20100225,0.06,0.22,0.57,3.23,0.0,6.56,0.0,284,193,78,37,0,0,0,0,0,0,0,0,0,54.7,19.7,64.6,44.9,4.6,8.2,6.6,5.6
GHCND:USC00045064,29,34.65361,-120.45111,20100226,0.06,0.22,0.57,3.35,0.0,6.68,0.0,283,192,78,36,0,0,0,0,0,0,0,0,0,54.8,19.7,64.6,44.9,4.5,8.2,6.6,5.6
GHCND:USC00045064,29,34.65361,-120.45111,20100227,0.06,0.22,0.57,3.47,0.0,6.80,0.0,283,191,78,36,0,0,0,0,0,0,0,0,0,54.9,19.7,64.7,45.0,4.5,8.1,6.6,5.6
GHCND:USC00045064,29,34.65361,-120.45111,20100228,0.06,0.22,0.56,3.59,0.0,6.92,0.0,281,191,78,36,0,0,0,0,0,0,0,0,0,54.9,19.6,64.7,45.1,4.5,8.1,6.6,5.5
GHCND:USC00045064,29,34.65361,-120.45111,20100301,0.06,0.22,0.56,0.12,0.0,7.04,0.0,279,188,76,35,0,0,0,0,0,0,0,0,0,55.0,19.6,64.8,45.2,4.5,8.0,6.6,5.5
GHCND:USC00045064,29,34.65361,-120.45111,20100302,0.06,0.22,0.55,0.23,0.0,7.15,0.0,277,186,75,35,0,0,0,0,0,0,0,0,0,55.0,19.6,64.8,45.2,4.5,8.0,6.6,5.5
GHCND:USC00045064,29,34.65361,-120.45111,20100303,0.06,0.22,0.55,0.35,0.0,7.27,0.0,274,184,75,34,0,0,0,0,0,0,0,0,0,55.1,19.6,64.9,45.3,4.5,8.0,6.5,5.4
GHCND:USC00045064,29,34.65361,-120.45111,20100304,0.06,0.21,0.55,0.46,0.0,7.38,0.0,271,182,74,34,0,0,0,0,0,0,0,0,0,55.2,19.5,64.9,45.4,4.5,7.9,6.5,5.4
GHCND:USC00045064,29,34.65361,-120.45111,20100305,0.06,0.21,0.54,0.58,0.0,7.50,0.0,268,180,73,33,0,0,0,0,0,0,0,0,0,55.2,19.5,65.0,45.4,4.5,7.9,6.5,5.4
GHCND:USC00045064,29,34.65361,-120.45111,20100306,0.06,0.21,0.54,0.69,0.0,7.61,0.0,265,177,72,32,0,0,0,0,0,0,0,0,0,55.3,19.5,65.0,45.5,4.5,7.8,6.5,5.4
GHCND:USC00045064,29,34.65361,-120.45111,20100307,0.06,0.21,0.54,0.80,0.0,7.72,0.0,261,174,71,31,0,0,0,0,0,0,0,0,0,55.3,19.5,65.1,45.6,4.5,7.8,6.5,5.3
GHCND:USC00045064,29,34.65361,-120.45111,20100308,0.06,0.21,0.54,0.91,0.0,7.83,0.0,257,171,70,31,0,0,0,0,0,0,0,0,0,55.4,19.5,65.1,45.6,4.5,7.7,6.4,5.3
GHCND:USC00045064,29,34.65361,-120.45111,20100309,0.06,0.20,0.53,1.02,0.0,7.94,0.0,254,168,69,30,0,0,0,0,0,0,0,0,0,55.4,19.5,65.2,45.7,4.5,7.7,6.4,5.3
GHCND:USC00045064,29,34.65361,-120.45111,20100310,0.06,0.20,0.53,1.13,0.0,8.05,0.0,251,166,67,29,0,0,0,0,0,0,0,0,0,55.5,19.5,65.3,45.7,4.4,7.7,6.4,5.2
GHCND:USC00045064,29,34.65361,-120.45111,20100311,0.06,0.20,0.53,1.24,0.0,8.16,0.0,247,163,66,28,0,0,0,0,0,0,0,0,0,55.5,19.6,65.3,45.7,4.4,7.6,6.4,5.2
GHCND:USC00045064,29,34.65361,-120.45111,20100312,0.05,0.20,0.52,1.35,0.0,8.27,0.0,244,160,65,28,0,0,0,0,0,0,0,0,0,55.6,19.6,65.4,45.8,4.4,7.6,6.4,5.2
GHCND:USC00045064,29,34.65361,-120.45111,20100313,0.05,0.19,0.52,1.45,0.0,8.37,0.0,241,158,64,27,0,0,0,0,0,0,0,0,0,55.6,19.6,65.4,45.8,4.4,7.6,6.4,5.2
GHCND:USC00045064,29,34.65361,-120.45111,20100314,0.05,0.19,0.52,1.56,0.0,8.48,0.0,238,155,63,26,0,0,0,0,0,0,0,0,0,55.7,19.6,65.5,45.9,4.5,7.6,6.4,5.1
GHCND:USC00045064,29,34.65361,-120.45111,20100315,0.05,0.19,0.52,1.66,0.0,8.58,0.0,234,152,62,26,0,0,0,0,0,0,0,0,0,55.7,19.7,65.5,45.9,4.5,7.5,6.5,5.1
GHCND:USC00045064,29,34.65361,-120.45111,20100316,0.05,0.19,0.52,1.75,0.0,8.67,0.0,231,149,61,25,0,0,0,0,0,0,0,0,0,55.8,19.7,65.6,45.9,4.5,7.5,6.5,5.1
GHCND:USC00045064,29,34.65361,-120.45111,20100317,0.05,0.18,0.51,1.85,0.0,8.77,0.0,228,147,60,25,0,0,0,0,0,0,0,0,0,55.8,19.7,65.7,45.9,4.5,7.5,6.5,5.1
GHCND:USC00045064,29,34.65361,-120.45111,20100318,0.05,0.18,0.51,1.94,0.0,8.86,0.0,225,144,59,24,0,0,0,0,0,0,0,0,0,55.8,19.8,65.7,45.9,4.5,7.5,6.6,5.0
GHCND:USC00045064,29,34.65361,-120.45111,20100319,0.05,0.18,0.51,2.03,0.0,8.95,0.0,222,141,58,23,0,0,0,0,0,0,0,0,0,55.9,19.8,65.8,46.0,4.5,7.5,6.6,5.0
GHCND:USC00045064,29,34.65361,-120.45111,20100320,0.05,0.17,0.50,2.11,0.0,9.03,0.0,219,138,57,22,0,0,0,0,0,0,0,0,0,55.9,19.9,65.8,46.0,4.5,7.5,6.7,5.0
GHCND:USC00045064,29,34.65361,-120.45111,20100321,0.05,0.17,0.50,2.19,0.0,9.11,0.0,216,135,56,22,0,0,0,0,0,0,0,0,0,55.9,19.9,65.9,46.0,4.6,7.5,6.7,5.0
GHCND:USC00045064,29,34.65361,-120.45111,20100322,0.05,0.16,0.49,2.26,0.0,9.18,0.0,212,132,55,21,0,0,0,0,0,0,0,0,0,56.0,19.9,65.9,46.0,4.6,7.5,6.8,4.9
GHCND:USC00045064,29,34.65361,-120.45111,20100323,0.05,0.16,0.49,2.34,0.0,9.26,0.0,209,129,53,20,0,0,0,0,0,0,0,0,0,56.0,20.0,66.0,46.0,4.6,7.5,6.8,4.9
GHCND:USC00045064,29,34.65361,-120.45111,20100324,0.05,0.16,0.48,2.41,0.0,9.33,0.0,206,127,52,20,0,0,0,0,0,0,0,0,0,56.0,20.0,66.1,46.0,4.6,7.6,6.9,4.9
GHCND:USC00045064,29,34.65361,-120.45111,20100325,0.05,0.16,0.48,2.49,0.0,9.41,0.0,203,124,50,19,0,0,0,0,0,0,0,0,0,56.1,20.1,66.1,46.0,4.6,7.6,6.9,4.9
GHCND:USC00045064,29,34.65361,-120.45111,20100326,0.05,0.15,0.47,2.55,0.0,9.47,0.0,199,121,49,18,0,0,0,0,0,0,0,0,0,56.1,20.1,66.2,46.0,4.7,7.6,6.9,4.9
GHCND:USC00045064,29,34.65361,-120.45111,20100327,0.05,0.15,0.46,2.62,0.0,9.54,0.0,196,118,47,18,0,0,0,0,0,0,0,0,0,56.1,20.2,66.2,46.0,4.7,7.6,7.0,4.8
GHCND:USC00045064,29,34.65361,-120.45111,20100328,0.05,0.15,0.45,2.69,0.0,9.61,0.0,192,115,46,17,0,0,0,0,0,0,0,0,0,56.2,20.2,66.3,46.1,4.7,7.5,7.0,4.8
GHCND:USC00045064,29,34.65361,-120.45111,20100329,0.05,0.14,0.44,2.76,0.0,9.68,0.0,189,112,44,16,0,0,0,0,0,0,0,0,0,56.2,20.3,66.3,46.1,4.7,7.5,7.0,4.8
GHCND:USC00045064,29,34.65361,-120.45111,20100330,0.04,0.14,0.44,2.82,0.0,9.74,0.0,185,109,42,15,0,0,0,0,0,0,0,0,0,56.2,20.3,66.4,46.1,4.7,7.5,7.0,4.8
GHCND:USC00045064,29,34.65361,-120.45111,20100331,0.04,0.14,0.43,2.88,0.0,9.80,0.0,182,107,41,15,0,0,0,0,0,0,0,0,0,56.3,20.3,66.4,46.1,4.7,7.5,7.0,4.8
GHCND:USC00045064,29,34.65361,-120.45111,20100401,0.04,0.13,0.42,0.05,0.0,9.85,0.0,179,104,40,14,0,0,0,0,0,0,0,0,0,56.3,20.4,66.5,46.1,4.7,7.5,7.0,4.8
GHCND:USC00045064,29,34.65361,-120.45111,20100402,0.04,0.13,0.41,0.10,0.0,9.90,0.0,176,102,38,13,0,0,0,0,0,0,0,0,0,56.3,20.4,66.5,46.1,4.7,7.5,7.1,4.7
GHCND:USC00045064,29,34.65361,-120.45111,20100403,0.04,0.13,0.41,0.15,0.0,9.95,0.0,173,100,37,13,0,0,0,0,0,0,0,0,0,56.4,20.4,66.6,46.2,4.7,7.6,7.1,4.7
GHCND:USC00045064,29,34.65361,-120.45111,20100404,0.04,0.13,0.40,0.20,0.0,10.00,0.0,170,98,35,12,0,0,0,0,0,0,0,0,0,56.4,20.5,66.6,46.2,4.7,7.6,7.1,4.7
GHCND:USC00045064,29,34.65361,-120.45111,20100405,0.04,0.13,0.39,0.24,0.0,10.04,0.0,167,96,34,12,0,0,0,0,0,0,0,0,0,56.5,20.5,66.7,46.2,4.7,7.6,7.1,4.7
GHCND:USC00045064,29,34.65361,-120.45111,20100406,0.04,0.13,0.38,0.29,0.0,10.09,0.0,165,94,33,11,0,0,0,0,0,0,0,0,0,56.5,20.5,66.7,46.3,4.7,7.6,7.2,4.7
GHCND:USC00045064,29,34.65361,-120.45111,20100407,0.04,0.13,0.38,0.33,0.0,10.13,0.0,162,92,32,11,0,0,0,0,0,0,0,0,0,56.5,20.5,66.8,46.3,4.7,7.6,7.2,4.6
GHCND:USC00045064,29,34.65361,-120.45111,20100408,0.04,0.13,0.37,0.37,0.0,10.17,0.0,159,90,31,11,0,0,0,0,0,0,0,0,0,56.6,20.5,66.8,46.3,4.7,7.6,7.2,4.6
GHCND:USC00045064,29,34.65361,-120.45111,20100409,0.04,0.12,0.37,0.41,0.0,10.21,0.0,156,88,30,10,0,0,0,0,0,0,0,0,0,56.6,20.5,66.9,46.4,4.7,7.6,7.3,4.6
GHCND:USC00045064,29,34.65361,-120.45111,20100410,0.04,0.12,0.36,0.45,0.0,10.25,0.0,153,87,29,10,0,0,0,0,0,0,0,0,0,56.7,20.5,66.9,46.4,4.7,7.7,7.3,4.6
GHCND:USC00045064,29,34.65361,-120.45111,20100411,0.04,0.12,0.36,0.48,0.0,10.28,0.0,150,85,28,9,0,0,0,0,0,0,0,0,0,56.7,20.5,67.0,46.5,4.7,7.7,7.3,4.6
GHCND:USC00045064,29,34.65361,-120.45111,20100412,0.04,0.12,0.35,0.52,0.0,10.32,0.0,147,84,27,9,0,0,0,0,0,0,0,0,0,56.8,20.4,67.0,46.6,4.7,7.7,7.4,4.5
GHCND:USC00045064,29,34.65361,-120.45111,20100413,0.04,0.12,0.34,0.55,0.0,10.35,0.0,144,82,25,9,0,0,0,0,0,0,0,0,0,56.8,20.4,67.0,46.6,4.7,7.7,7.4,4.5
GHCND:USC00045064,29,34.65361,-120.45111,20100414,0.04,0.12,0.34,0.58,0.0,10.38,0.0,141,81,24,8,0,0,0,0,0,0,0,0,0,56.9,20.4,67.1,46.7,4.7,7.7,7.4,4.5
GHCND:USC00045064,29,34.65361,-120.45111,20100415,0.04,0.12,0.33,0.62,0.0,10.42,0.0,138,79,23,8,0,0,0,0,0,0,0,0,0,57.0,20.3,67.1,46.8,4.7,7.8,7.4,4.5
GHCND:USC00045064,29,34.65361,-120.45111,20100416,0.04,0.12,0.33,0.65,0.0,10.45,0.0,135,77,22,7,0,0,0,0,0,0,0,0,0,57.0,20.3,67.2,46.9,4.7,7.8,7.4,4.5
GHCND:USC00045064,29,34.65361,-120.45111,20100417,0.04,0.12,0.32,0.68,0.0,10.48,0.0,132,76,21,7,0,0,0,0,0,0,0,0,0,57.1,20.2,67.2,47.0,4.6,7.8,7.3,4.4
GHCND:USC00045064,29,34.65361,-120.45111,20100418,0.04,0.12,0.32,0.71,0.0,10.51,0.0,129,74,20,7,0,0,0,0,0,0,0,0,0,57.1,20.2,67.2,47.1,4.6,7.8,7.3,4.4
GHCND:USC00045064,29,34.65361,-120.45111,20100419,0.04,0.12,0.31,0.74,0.0,10.54,0.0,125,72,19,6,0,0,0,0,0,0,0,0,0,57.2,20.1,67.3,47.2,4.6,7.8,7.3,4.4
GHCND:USC00045064,29,34.65361,-120.45111,20100420,0.04,0.12,0.31,0.76,0.0,10.56,0.0,122,70,18,6,0,0,0,0,0,0,0,0,0,57.3,20.0,67.3,47.3,4.6,7.8,7.3,4.4
GHCND:USC00045064,29,34.65361,-120.45111,20100421,0.04,0.12,0.31,0.79,0.0,10.59,0.0,119,68,17,6,0,0,0,0,0,0,0,0,0,57.3,20.0,67.3,47.4,4.6,7.8,7.3,4.4
GHCND:USC00045064,29,34.65361,-120.45111,20100422,0.04,0.12,0.31,0.82,0.0,10.62,0.0,115,66,16,5,0,0,0,0,0,0,0,0,0,57.4,19.9,67.4,47.5,4.5,7.8,7.2,4.4
GHCND:USC00045064,29,34.65361,-120.45111,20100423,0.04,0.12,0.30,0.85,0.0,10.65,0.0,112,64,16,5,0,0,0,0,0,0,0,0,0,57.5,19.8,67.4,47.6,4.5,7.7,7.2,4.4
